paper_id,source,year,num_citations,has_full_text,completeness_score,bridge_score_v2,weighted_cds,weighted_cd,betweenness_v2,is_bridge_v2,community_id,cross_source_citations,age,source_prestige,community_size,community_encoded,log_citations,predicted_log,predicted_citations,residual
doi:10.3390/su18031684,semantic_scholar,2026,1,0,0.8,0.003334793163065196,1.83899495123961,0.5949432849884033,0.0018547299800443075,True,16_4,21,0,2,2,12,0.6931471805599453,0.8905200659649604,1.4363964087119352,-0.19737288540501507
doi:10.1002/sd.70296,semantic_scholar,2025,1,0,0.8,0.0017448083081949195,1.1117560984851538,0.3301628828048706,0.0028925298256985317,True,16_1,28,1,2,4,8,0.6931471805599453,0.711455669267199,1.0369542332440393,-0.018308488707253767
